Product_Code,Product_Name,Location_ID,Wide,High,Deep,X_SIZE,Y_SIZE,Z_SIZE,Height,Width,Depth,Full_height,Full_width,Full_depth,Location
3077200451,Downy Beads Light Woodland Rain,154,1,1,6,173.64 in,69.50 in,3.04 in,10.91 in,3.71 in,21.96 in,10.91 in,3.71 in,3.66 in,16
3077200406,Downy Beads Light Shea Blossom,155,1,1,6,177.35 in,69.50 in,3.04 in,10.91 in,3.71 in,21.96 in,10.91 in,3.71 in,3.66 in,16
3700076362,GAIN FE FIREWORKS ORIG 20.1,156,3,1,6,181.05 in,69.50 in,3.10 in,10.89 in,11.00 in,21.90 in,10.89 in,3.67 in,3.65 in,16
3700061330,Downy Beads Unstopables Fresh,134,1,1,5,144.00 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700068674,Downy Beads Unstopables Lush,135,1,1,5,148.98 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700061338,Downy Beads Unstopables Tide,136,1,1,5,153.96 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700061423,Downy Beads Infusions Calm Lavender & Vanilla Bean,137,1,1,5,158.94 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700061398,Downy Beads Infusions Bliss Sparkling Amber & Rose,138,1,1,5,163.92 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3077200402,Downy Beads Light Lav,139,2,1,5,168.68 in,57.00 in,2.35 in,11.25 in,9.06 in,22.65 in,11.25 in,4.53 in,4.53 in,14
3077200447,Downy Beads Light Ocean Mist,140,1,1,5,177.74 in,57.00 in,2.35 in,11.25 in,4.53 in,22.65 in,11.25 in,4.53 in,4.53 in,14
3700060523,Gain Fireworks Original,141,1,1,5,182.49 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700061337,Gain Fireworks Moonlight Breeze,142,1,1,5,187.47 in,57.00 in,2.35 in,11.25 in,4.98 in,22.65 in,11.25 in,4.98 in,4.53 in,14
3700076337,DWY UNSTPBLS FRSH 14.8,103,3,1,6,144.00 in,44.50 in,3.04 in,10.12 in,11.37 in,21.96 in,10.12 in,3.79 in,3.66 in,14
